id,fecha,hora,temp_exterior,temp_max,temp_min,temp_interior,humedad_exterior,humedad_interior
6817,2026-07-01,11:30:00,18.0,19.0,18.0,21.0,62.0,58.0
6818,2026-07-01,11:45:00,17.0,18.0,17.0,21.0,68.0,58.0
6819,2026-07-01,12:00:00,17.0,17.0,17.0,21.0,74.0,57.0
6820,2026-07-01,12:15:00,16.0,17.0,16.0,21.0,79.0,56.0
6821,2026-07-01,12:30:00,14.0,16.0,14.0,21.0,86.0,57.0
6822,2026-07-01,12:45:00,14.0,14.0,14.0,21.0,85.0,58.0
6823,2026-07-01,13:00:00,14.0,14.0,14.0,21.0,85.0,58.0
6824,2026-07-01,13:15:00,14.0,14.0,14.0,21.0,85.0,58.0
6825,2026-07-01,13:30:00,14.0,14.0,14.0,21.0,85.0,58.0
6826,2026-07-01,13:45:00,14.0,15.0,14.0,21.0,88.0,58.0
6827,2026-07-01,14:00:00,14.0,14.0,14.0,21.0,87.0,58.0
6828,2026-07-01,14:15:00,14.0,14.0,14.0,21.0,87.0,58.0
6829,2026-07-01,14:30:00,14.0,14.0,14.0,20.0,88.0,58.0
6830,2026-07-01,14:45:00,14.0,14.0,14.0,20.0,89.0,58.0
6831,2026-07-01,15:00:00,14.0,14.0,14.0,20.0,90.0,58.0
6832,2026-07-01,15:15:00,14.0,14.0,14.0,20.0,89.0,58.0
6833,2026-07-01,15:30:00,13.0,14.0,13.0,20.0,90.0,58.0
6834,2026-07-01,15:45:00,13.0,13.0,13.0,20.0,90.0,58.0
6835,2026-07-01,16:00:00,13.0,13.0,13.0,20.0,91.0,59.0
6836,2026-07-01,16:15:00,13.0,13.0,13.0,20.0,91.0,59.0
6837,2026-07-01,16:30:00,13.0,13.0,13.0,20.0,92.0,59.0
6838,2026-07-01,16:45:00,13.0,13.0,13.0,20.0,92.0,59.0
6839,2026-07-01,17:00:00,13.0,13.0,13.0,20.0,92.0,59.0
6840,2026-07-01,17:15:00,13.0,13.0,13.0,20.0,92.0,59.0
6841,2026-07-01,17:30:00,13.0,13.0,13.0,20.0,90.0,59.0
6842,2026-07-01,17:45:00,13.0,14.0,13.0,20.0,89.0,59.0
6843,2026-07-01,18:00:00,13.0,13.0,13.0,20.0,90.0,59.0
6844,2026-07-01,18:15:00,13.0,14.0,13.0,20.0,89.0,59.0
6845,2026-07-01,18:30:00,13.0,14.0,13.0,20.0,90.0,59.0
6846,2026-07-01,18:45:00,13.0,13.0,13.0,20.0,89.0,59.0
6847,2026-07-01,19:00:00,13.0,13.0,13.0,20.0,89.0,58.0
6848,2026-07-01,19:15:00,13.0,13.0,13.0,20.0,89.0,58.0
6849,2026-07-01,19:30:00,13.0,13.0,13.0,20.0,89.0,58.0
6850,2026-07-01,19:45:00,13.0,13.0,13.0,20.0,89.0,58.0
6851,2026-07-01,20:00:00,13.0,13.0,13.0,20.0,90.0,58.0
6852,2026-07-01,20:15:00,13.0,13.0,13.0,20.0,89.0,58.0
6853,2026-07-01,20:30:00,13.0,13.0,13.0,20.0,89.0,58.0
6854,2026-07-01,20:45:00,13.0,13.0,13.0,20.0,90.0,58.0
6855,2026-07-01,21:00:00,13.0,13.0,13.0,20.0,89.0,59.0
6856,2026-07-01,21:15:00,13.0,13.0,13.0,20.0,89.0,59.0
6857,2026-07-01,21:30:00,13.0,13.0,13.0,20.0,89.0,58.0
6858,2026-07-01,21:45:00,13.0,13.0,13.0,20.0,90.0,58.0
6859,2026-07-01,22:00:00,13.0,13.0,13.0,20.0,91.0,59.0
6860,2026-07-01,22:15:00,13.0,13.0,13.0,20.0,91.0,59.0
6861,2026-07-01,22:30:00,13.0,13.0,13.0,20.0,92.0,59.0
6862,2026-07-01,22:45:00,13.0,13.0,13.0,20.0,92.0,59.0
6863,2026-07-01,23:00:00,13.0,13.0,13.0,20.0,92.0,59.0
6864,2026-07-01,23:15:00,13.0,13.0,13.0,20.0,92.0,59.0
6865,2026-07-01,23:30:00,13.0,13.0,13.0,20.0,92.0,59.0
6866,2026-07-01,23:45:00,13.0,13.0,13.0,20.0,92.0,59.0
6867,2026-07-02,00:15:00,13.0,13.0,13.0,20.0,92.0,59.0
6868,2026-07-02,00:30:00,13.0,13.0,13.0,20.0,92.0,59.0
6869,2026-07-02,00:45:00,13.0,13.0,13.0,20.0,93.0,59.0
6870,2026-07-02,01:00:00,13.0,13.0,13.0,20.0,93.0,59.0
6871,2026-07-02,01:15:00,13.0,13.0,13.0,20.0,93.0,59.0
6872,2026-07-02,01:30:00,13.0,13.0,13.0,20.0,93.0,59.0
6873,2026-07-02,01:45:00,13.0,13.0,13.0,20.0,93.0,59.0
6874,2026-07-02,02:00:00,13.0,13.0,13.0,20.0,92.0,60.0
6875,2026-07-02,02:15:00,13.0,13.0,13.0,20.0,92.0,60.0
6876,2026-07-02,02:30:00,13.0,13.0,13.0,20.0,92.0,60.0
6877,2026-07-02,02:45:00,13.0,13.0,13.0,20.0,92.0,61.0
6878,2026-07-02,03:00:00,14.0,14.0,13.0,20.0,91.0,60.0
6879,2026-07-02,03:15:00,14.0,14.0,14.0,20.0,90.0,60.0
6880,2026-07-02,03:30:00,14.0,14.0,14.0,20.0,90.0,60.0
6881,2026-07-02,03:45:00,14.0,14.0,14.0,20.0,89.0,59.0
6882,2026-07-02,04:00:00,14.0,15.0,14.0,20.0,88.0,59.0
6883,2026-07-02,04:15:00,15.0,15.0,14.0,20.0,86.0,59.0
6884,2026-07-02,04:30:00,15.0,15.0,15.0,20.0,85.0,59.0
6885,2026-07-02,04:45:00,15.0,15.0,15.0,20.0,84.0,59.0
6886,2026-07-02,05:00:00,16.0,16.0,15.0,20.0,84.0,59.0
6887,2026-07-02,05:15:00,16.0,16.0,16.0,20.0,82.0,59.0
6888,2026-07-02,05:30:00,17.0,17.0,16.0,20.0,76.0,59.0
6889,2026-07-02,05:45:00,18.0,18.0,17.0,20.0,73.0,59.0
6890,2026-07-02,06:00:00,19.0,19.0,18.0,20.0,71.0,59.0
6891,2026-07-02,06:15:00,19.0,19.0,19.0,20.0,70.0,59.0
6892,2026-07-02,06:30:00,19.0,19.0,18.0,20.0,70.0,59.0
6893,2026-07-02,06:45:00,19.0,19.0,19.0,20.0,68.0,59.0
6894,2026-07-02,07:00:00,19.0,19.0,19.0,20.0,67.0,59.0
6895,2026-07-02,07:15:00,19.0,20.0,19.0,20.0,66.0,59.0
6896,2026-07-02,07:30:00,20.0,20.0,19.0,20.0,67.0,59.0
6897,2026-07-02,07:45:00,21.0,21.0,20.0,20.0,63.0,59.0
6898,2026-07-02,08:00:00,22.0,22.0,21.0,20.0,59.0,59.0
6899,2026-07-02,08:15:00,23.0,23.0,22.0,20.0,56.0,59.0
6900,2026-07-02,08:30:00,22.0,23.0,22.0,21.0,54.0,59.0
6901,2026-07-02,08:45:00,22.0,23.0,22.0,21.0,55.0,58.0
6902,2026-07-02,09:00:00,22.0,23.0,22.0,21.0,54.0,58.0
6903,2026-07-02,09:15:00,22.0,22.0,22.0,21.0,54.0,58.0
6904,2026-07-02,09:30:00,23.0,23.0,22.0,21.0,52.0,58.0
6905,2026-07-02,09:45:00,22.0,23.0,22.0,21.0,55.0,58.0
6906,2026-07-02,10:00:00,21.0,22.0,21.0,21.0,57.0,58.0
6907,2026-07-02,10:15:00,20.0,21.0,20.0,21.0,55.0,57.0
6908,2026-07-02,10:30:00,20.0,20.0,20.0,21.0,58.0,57.0
6909,2026-07-02,10:45:00,20.0,20.0,20.0,21.0,61.0,57.0
6910,2026-07-02,11:00:00,20.0,20.0,20.0,21.0,62.0,56.0
6911,2026-07-02,11:15:00,20.0,20.0,20.0,21.0,64.0,56.0
6912,2026-07-02,11:30:00,19.0,20.0,19.0,21.0,68.0,56.0
6913,2026-07-02,11:45:00,19.0,19.0,19.0,21.0,62.0,56.0
6914,2026-07-02,12:00:00,20.0,20.0,19.0,21.0,61.0,56.0
6915,2026-07-02,12:15:00,21.0,21.0,20.0,21.0,63.0,56.0
6916,2026-07-02,12:30:00,20.0,21.0,20.0,21.0,60.0,56.0
6917,2026-07-02,12:45:00,20.0,20.0,20.0,21.0,61.0,57.0
6918,2026-07-02,13:00:00,20.0,20.0,20.0,21.0,63.0,57.0
6919,2026-07-02,13:15:00,19.0,20.0,19.0,21.0,66.0,57.0
6920,2026-07-02,13:30:00,19.0,19.0,19.0,21.0,66.0,57.0
6921,2026-07-02,13:45:00,19.0,19.0,19.0,21.0,65.0,57.0
6922,2026-07-02,14:00:00,19.0,19.0,19.0,21.0,64.0,57.0
6923,2026-07-02,14:15:00,19.0,19.0,19.0,21.0,66.0,57.0
6924,2026-07-02,14:30:00,18.0,19.0,18.0,21.0,72.0,57.0
6925,2026-07-02,14:45:00,18.0,18.0,18.0,21.0,75.0,57.0
6926,2026-07-02,15:00:00,18.0,18.0,18.0,21.0,77.0,57.0
6927,2026-07-02,15:15:00,18.0,18.0,18.0,21.0,78.0,57.0
6928,2026-07-02,15:30:00,17.0,18.0,17.0,21.0,77.0,58.0
6929,2026-07-02,15:45:00,17.0,17.0,17.0,21.0,78.0,58.0
6930,2026-07-02,16:00:00,17.0,17.0,17.0,20.0,79.0,58.0
6931,2026-07-02,16:15:00,17.0,17.0,17.0,20.0,80.0,58.0
6932,2026-07-02,16:30:00,17.0,17.0,17.0,20.0,79.0,58.0
6933,2026-07-02,16:45:00,17.0,17.0,17.0,20.0,78.0,58.0
6934,2026-07-02,17:00:00,17.0,17.0,17.0,20.0,78.0,58.0
6935,2026-07-02,17:15:00,17.0,17.0,17.0,20.0,77.0,58.0
6936,2026-07-02,17:30:00,17.0,17.0,17.0,20.0,77.0,58.0
6937,2026-07-02,17:45:00,17.0,17.0,17.0,20.0,77.0,58.0
6938,2026-07-02,18:00:00,17.0,17.0,17.0,20.0,78.0,58.0
6939,2026-07-02,18:15:00,17.0,17.0,17.0,20.0,79.0,58.0
6940,2026-07-02,18:30:00,16.0,17.0,16.0,20.0,80.0,58.0
6941,2026-07-02,18:45:00,16.0,16.0,16.0,20.0,81.0,58.0
6942,2026-07-02,19:00:00,16.0,16.0,16.0,20.0,81.0,59.0
6943,2026-07-02,19:15:00,16.0,16.0,16.0,20.0,82.0,59.0
6944,2026-07-02,19:30:00,16.0,16.0,16.0,20.0,82.0,59.0
6945,2026-07-02,19:45:00,16.0,16.0,16.0,20.0,82.0,59.0
6946,2026-07-02,20:00:00,16.0,16.0,16.0,20.0,83.0,59.0
6947,2026-07-02,20:15:00,16.0,16.0,16.0,20.0,83.0,59.0
6948,2026-07-02,20:30:00,16.0,16.0,16.0,20.0,84.0,59.0
6949,2026-07-02,20:45:00,16.0,16.0,16.0,20.0,84.0,59.0
6950,2026-07-02,21:00:00,16.0,16.0,16.0,20.0,84.0,59.0
6951,2026-07-02,21:15:00,15.0,16.0,15.0,20.0,85.0,59.0
6952,2026-07-02,21:30:00,15.0,15.0,15.0,20.0,85.0,59.0
6953,2026-07-02,21:45:00,15.0,15.0,15.0,20.0,85.0,59.0
6954,2026-07-02,22:00:00,15.0,15.0,15.0,20.0,85.0,59.0
6955,2026-07-02,22:15:00,15.0,15.0,15.0,20.0,85.0,59.0
6956,2026-07-02,22:30:00,15.0,15.0,15.0,20.0,85.0,59.0
6957,2026-07-02,22:45:00,15.0,15.0,15.0,20.0,85.0,59.0
6958,2026-07-02,23:00:00,15.0,15.0,15.0,20.0,85.0,59.0
6959,2026-07-02,23:15:00,15.0,15.0,15.0,20.0,86.0,59.0
6960,2026-07-02,23:30:00,14.0,15.0,14.0,20.0,86.0,59.0
6961,2026-07-02,23:45:00,14.0,14.0,14.0,20.0,89.0,59.0
6962,2026-07-04,00:15:00,16.0,16.0,16.0,21.0,81.0,58.0
6963,2026-07-04,00:30:00,16.0,16.0,16.0,21.0,80.0,58.0
6964,2026-07-04,00:45:00,16.0,16.0,16.0,21.0,82.0,58.0
6965,2026-07-04,01:00:00,16.0,16.0,16.0,21.0,82.0,58.0
6966,2026-07-04,01:15:00,16.0,16.0,16.0,20.0,83.0,58.0
6967,2026-07-04,01:30:00,16.0,16.0,16.0,20.0,82.0,58.0
6968,2026-07-04,01:45:00,16.0,16.0,16.0,20.0,83.0,58.0
6969,2026-07-04,02:00:00,16.0,16.0,16.0,20.0,83.0,58.0
6970,2026-07-04,02:15:00,16.0,16.0,16.0,20.0,84.0,58.0
6971,2026-07-04,02:30:00,16.0,16.0,16.0,20.0,84.0,58.0
6972,2026-07-04,02:45:00,16.0,16.0,16.0,20.0,84.0,58.0
6973,2026-07-04,03:00:00,16.0,16.0,16.0,20.0,85.0,58.0
6974,2026-07-04,03:15:00,15.0,16.0,15.0,20.0,86.0,58.0
6975,2026-07-04,03:30:00,14.0,15.0,14.0,20.0,88.0,58.0
6976,2026-07-04,03:45:00,14.0,14.0,14.0,20.0,90.0,59.0
6977,2026-07-04,04:00:00,14.0,14.0,14.0,20.0,90.0,59.0
6978,2026-07-04,04:15:00,14.0,14.0,14.0,20.0,90.0,59.0
6979,2026-07-04,04:30:00,14.0,14.0,14.0,20.0,90.0,59.0
6980,2026-07-04,04:45:00,14.0,14.0,14.0,20.0,90.0,59.0
6981,2026-07-04,05:00:00,15.0,15.0,14.0,20.0,89.0,59.0
6982,2026-07-04,05:15:00,15.0,15.0,15.0,20.0,88.0,59.0
6983,2026-07-04,05:30:00,15.0,15.0,15.0,20.0,88.0,59.0
6984,2026-07-04,05:45:00,15.0,15.0,15.0,20.0,87.0,59.0
6985,2026-07-04,06:00:00,15.0,15.0,15.0,20.0,88.0,59.0
6986,2026-07-04,06:15:00,15.0,15.0,14.0,20.0,88.0,59.0
6987,2026-07-04,06:30:00,15.0,15.0,15.0,20.0,88.0,59.0
6988,2026-07-04,06:45:00,15.0,15.0,15.0,20.0,88.0,59.0
6989,2026-07-04,07:00:00,15.0,15.0,15.0,20.0,88.0,59.0
6990,2026-07-04,07:15:00,15.0,15.0,15.0,20.0,87.0,59.0
6991,2026-07-04,07:30:00,16.0,16.0,15.0,20.0,86.0,59.0
6992,2026-07-04,07:45:00,16.0,16.0,16.0,20.0,85.0,59.0
6993,2026-07-04,08:00:00,17.0,17.0,16.0,20.0,82.0,59.0
6994,2026-07-04,08:15:00,17.0,17.0,17.0,20.0,81.0,60.0
6995,2026-07-04,08:30:00,17.0,17.0,17.0,20.0,79.0,60.0
6996,2026-07-04,08:45:00,18.0,18.0,17.0,20.0,78.0,59.0
6997,2026-07-04,09:00:00,18.0,18.0,18.0,20.0,77.0,59.0
6998,2026-07-04,09:15:00,18.0,18.0,18.0,20.0,76.0,59.0
6999,2026-07-04,09:30:00,18.0,18.0,18.0,20.0,74.0,59.0
7000,2026-07-04,09:45:00,18.0,18.0,18.0,20.0,74.0,59.0
7001,2026-07-04,10:00:00,18.0,18.0,18.0,20.0,75.0,59.0
7002,2026-07-04,10:15:00,19.0,19.0,18.0,20.0,76.0,59.0
7003,2026-07-04,10:30:00,19.0,19.0,19.0,20.0,75.0,59.0
7004,2026-07-04,10:45:00,19.0,19.0,19.0,20.0,71.0,59.0
7005,2026-07-04,11:00:00,21.0,21.0,19.0,20.0,68.0,60.0
7006,2026-07-04,11:15:00,22.0,22.0,21.0,20.0,66.0,60.0
7007,2026-07-04,11:30:00,22.0,23.0,22.0,20.0,61.0,59.0
7008,2026-07-04,11:45:00,22.0,22.0,22.0,20.0,62.0,59.0
7009,2026-07-04,12:00:00,23.0,23.0,22.0,20.0,61.0,59.0
7010,2026-07-04,12:15:00,24.0,24.0,23.0,20.0,56.0,59.0
7011,2026-07-04,12:30:00,24.0,24.0,24.0,20.0,55.0,59.0
7012,2026-07-04,12:45:00,24.0,25.0,24.0,20.0,54.0,59.0
7013,2026-07-04,13:00:00,25.0,25.0,24.0,20.0,53.0,59.0
7014,2026-07-04,13:15:00,25.0,25.0,25.0,20.0,53.0,59.0
7015,2026-07-04,13:30:00,24.0,25.0,24.0,20.0,54.0,59.0
7016,2026-07-04,13:45:00,26.0,26.0,24.0,20.0,50.0,59.0
7017,2026-07-04,14:00:00,26.0,27.0,26.0,20.0,49.0,59.0
7018,2026-07-04,14:15:00,26.0,26.0,26.0,20.0,49.0,59.0
7019,2026-07-04,14:30:00,26.0,26.0,26.0,20.0,49.0,59.0
7020,2026-07-04,14:45:00,26.0,26.0,26.0,21.0,51.0,59.0
7021,2026-07-04,15:00:00,26.0,26.0,26.0,21.0,49.0,59.0
7022,2026-07-04,15:15:00,27.0,27.0,26.0,21.0,54.0,59.0
7023,2026-07-04,15:30:00,27.0,27.0,26.0,21.0,50.0,59.0
7024,2026-07-04,15:45:00,26.0,27.0,26.0,21.0,50.0,59.0
7025,2026-07-04,16:00:00,25.0,26.0,25.0,21.0,49.0,59.0
7026,2026-07-04,16:15:00,25.0,25.0,25.0,21.0,49.0,59.0
7027,2026-07-04,16:30:00,24.0,25.0,24.0,21.0,50.0,59.0
7028,2026-07-04,16:45:00,22.0,24.0,22.0,21.0,63.0,58.0
7029,2026-07-04,17:00:00,18.0,22.0,18.0,21.0,78.0,59.0
7030,2026-07-04,17:15:00,17.0,18.0,17.0,21.0,86.0,59.0
7031,2026-07-04,17:30:00,16.0,17.0,16.0,21.0,87.0,59.0
7032,2026-07-04,17:45:00,16.0,17.0,16.0,21.0,86.0,60.0
7033,2026-07-04,18:00:00,16.0,17.0,16.0,21.0,79.0,60.0
7034,2026-07-04,18:15:00,16.0,16.0,16.0,21.0,79.0,60.0
7035,2026-07-04,18:30:00,16.0,16.0,16.0,21.0,83.0,59.0
7036,2026-07-04,18:45:00,15.0,16.0,15.0,21.0,86.0,59.0
7037,2026-07-04,19:00:00,16.0,16.0,15.0,21.0,89.0,59.0
7038,2026-07-04,19:15:00,16.0,16.0,16.0,21.0,89.0,59.0
7039,2026-07-04,19:30:00,16.0,16.0,16.0,21.0,90.0,59.0
7040,2026-07-04,19:45:00,16.0,16.0,16.0,21.0,89.0,60.0
7041,2026-07-04,20:00:00,16.0,16.0,16.0,21.0,89.0,60.0
7042,2026-07-04,20:15:00,16.0,16.0,16.0,21.0,87.0,60.0
7043,2026-07-04,20:30:00,16.0,16.0,16.0,21.0,86.0,60.0
7044,2026-07-04,20:45:00,16.0,16.0,16.0,21.0,87.0,60.0
7045,2026-07-04,21:00:00,15.0,16.0,15.0,21.0,88.0,60.0
7046,2026-07-04,21:15:00,15.0,15.0,15.0,21.0,90.0,60.0
7047,2026-07-04,21:30:00,16.0,16.0,15.0,21.0,91.0,60.0
7048,2026-07-04,21:45:00,16.0,16.0,15.0,21.0,91.0,60.0
7049,2026-07-04,22:00:00,16.0,16.0,16.0,21.0,88.0,60.0
7050,2026-07-04,22:15:00,16.0,16.0,16.0,21.0,89.0,60.0
7051,2026-07-04,22:30:00,16.0,16.0,16.0,21.0,89.0,60.0
7052,2026-07-04,22:45:00,16.0,16.0,16.0,21.0,91.0,60.0
7053,2026-07-04,23:00:00,15.0,16.0,15.0,21.0,91.0,60.0
7054,2026-07-04,23:15:00,15.0,15.0,15.0,21.0,91.0,61.0
7055,2026-07-04,23:30:00,15.0,15.0,15.0,21.0,92.0,61.0
7056,2026-07-04,23:45:00,16.0,16.0,15.0,21.0,90.0,61.0
7057,2026-07-05,00:15:00,16.0,16.0,16.0,21.0,88.0,61.0
7058,2026-07-05,00:30:00,16.0,16.0,16.0,21.0,88.0,61.0
7059,2026-07-05,00:45:00,16.0,16.0,16.0,21.0,89.0,61.0
7060,2026-07-05,01:00:00,16.0,16.0,16.0,21.0,91.0,61.0
7061,2026-07-05,01:15:00,16.0,16.0,16.0,21.0,91.0,61.0
7062,2026-07-05,01:30:00,16.0,16.0,16.0,21.0,91.0,61.0
7063,2026-07-05,01:45:00,15.0,16.0,15.0,21.0,92.0,61.0
7064,2026-07-05,02:00:00,15.0,15.0,15.0,21.0,92.0,61.0
7065,2026-07-05,02:15:00,15.0,15.0,15.0,20.0,92.0,62.0
7066,2026-07-05,02:30:00,15.0,16.0,15.0,20.0,92.0,62.0
7067,2026-07-05,02:45:00,15.0,15.0,15.0,20.0,92.0,62.0
7068,2026-07-05,03:00:00,15.0,15.0,15.0,20.0,92.0,62.0
7069,2026-07-05,03:15:00,15.0,15.0,15.0,20.0,93.0,62.0
7070,2026-07-05,03:30:00,15.0,15.0,15.0,20.0,93.0,62.0
7071,2026-07-05,03:45:00,15.0,15.0,15.0,20.0,93.0,62.0
7072,2026-07-05,04:00:00,15.0,15.0,15.0,20.0,93.0,62.0
7073,2026-07-05,04:15:00,15.0,15.0,15.0,20.0,93.0,62.0
7074,2026-07-05,04:30:00,15.0,15.0,15.0,20.0,93.0,62.0
7075,2026-07-05,04:45:00,15.0,15.0,15.0,20.0,93.0,62.0
7076,2026-07-05,05:00:00,15.0,15.0,15.0,20.0,93.0,62.0
7077,2026-07-05,05:15:00,15.0,15.0,14.0,20.0,94.0,62.0
7078,2026-07-05,05:30:00,14.0,15.0,14.0,20.0,94.0,62.0
7079,2026-07-05,05:45:00,14.0,14.0,14.0,20.0,94.0,62.0
7080,2026-07-05,06:00:00,14.0,14.0,14.0,20.0,94.0,62.0
7081,2026-07-05,06:15:00,15.0,15.0,14.0,20.0,94.0,63.0
7082,2026-07-05,06:30:00,15.0,15.0,15.0,20.0,95.0,63.0
7083,2026-07-05,06:45:00,15.0,15.0,15.0,20.0,94.0,63.0
7084,2026-07-05,07:00:00,15.0,15.0,15.0,20.0,94.0,63.0
7085,2026-07-05,07:15:00,16.0,16.0,15.0,20.0,94.0,63.0
7086,2026-07-05,07:30:00,16.0,16.0,16.0,20.0,94.0,63.0
7087,2026-07-05,07:45:00,16.0,16.0,16.0,20.0,94.0,63.0
7088,2026-07-05,08:00:00,16.0,16.0,16.0,20.0,94.0,63.0
7089,2026-07-05,08:15:00,16.0,16.0,16.0,20.0,93.0,63.0
7090,2026-07-05,08:30:00,17.0,17.0,16.0,20.0,92.0,63.0
7091,2026-07-05,08:45:00,18.0,18.0,17.0,20.0,86.0,63.0
7092,2026-07-05,09:00:00,18.0,19.0,18.0,20.0,85.0,63.0
7093,2026-07-05,09:15:00,20.0,20.0,18.0,20.0,82.0,63.0
7094,2026-07-05,09:30:00,20.0,20.0,20.0,20.0,77.0,63.0
7095,2026-07-05,09:45:00,20.0,20.0,20.0,20.0,79.0,63.0
7096,2026-07-05,10:00:00,21.0,21.0,20.0,20.0,75.0,63.0
7097,2026-07-05,10:15:00,22.0,22.0,21.0,20.0,68.0,63.0
7098,2026-07-05,10:30:00,22.0,22.0,22.0,20.0,67.0,63.0
7099,2026-07-05,10:45:00,23.0,23.0,22.0,20.0,63.0,63.0
7100,2026-07-05,11:00:00,23.0,23.0,23.0,20.0,62.0,63.0
7101,2026-07-05,11:15:00,22.0,23.0,22.0,20.0,65.0,63.0
7102,2026-07-05,11:30:00,22.0,22.0,22.0,20.0,68.0,63.0
7103,2026-07-05,11:45:00,22.0,22.0,22.0,20.0,66.0,63.0
7104,2026-07-05,12:00:00,24.0,24.0,22.0,20.0,60.0,63.0
7105,2026-07-05,12:15:00,25.0,25.0,24.0,20.0,58.0,62.0
7106,2026-07-05,12:30:00,25.0,25.0,25.0,20.0,54.0,62.0
7107,2026-07-05,12:45:00,25.0,25.0,25.0,20.0,55.0,62.0
7108,2026-07-05,13:00:00,24.0,25.0,24.0,20.0,58.0,62.0
7109,2026-07-05,13:15:00,24.0,24.0,24.0,21.0,56.0,62.0
7110,2026-07-05,13:30:00,24.0,24.0,24.0,21.0,56.0,62.0
7111,2026-07-05,13:45:00,23.0,24.0,23.0,21.0,58.0,62.0
7112,2026-07-05,14:00:00,23.0,24.0,23.0,21.0,65.0,62.0
7113,2026-07-05,14:15:00,22.0,23.0,22.0,21.0,73.0,62.0
7114,2026-07-05,14:30:00,22.0,22.0,22.0,21.0,70.0,62.0
7115,2026-07-05,14:45:00,22.0,22.0,22.0,21.0,66.0,62.0
7116,2026-07-05,15:00:00,22.0,22.0,22.0,21.0,67.0,62.0
7117,2026-07-05,15:15:00,21.0,22.0,21.0,21.0,67.0,62.0
7118,2026-07-05,15:30:00,20.0,21.0,20.0,21.0,68.0,62.0
